Cidade,Transportadora,Prazo
CORONEL BICACO,RODONAVES,8
CRISSIUMAL,RODONAVES,8
DERRUBADAS,RODONAVES,10
DOUTOR MAURICIO CARDOSO,RODONAVES,10
ESPERANCA DO SUL,RODONAVES,10
GIRUA,RODONAVES,6
HORIZONTINA,RODONAVES,6
HUMAITA,RODONAVES,8
INDEPENDENCIA,RODONAVES,6
INHACORA,RODONAVES,10
MIRAGUAI,RODONAVES,8
NOVA CANDELARIA,RODONAVES,8
NOVO MACHADO,RODONAVES,10
PIRAPO,RODONAVES,10
PORTO LUCENA,RODONAVES,8
PORTO MAUA,RODONAVES,10
PORTO VERA CRUZ,RODONAVES,10
PORTO XAVIER,RODONAVES,8
REDENTORA,RODONAVES,8
SANTA ROSA,RODONAVES,6
SANTO AUGUSTO,RODONAVES,8
SANTO CRISTO,RODONAVES,6
SAO JOSE DO INHACORA,RODONAVES,10
SAO MARTINHO,RODONAVES,8
SAO PAULO DAS MISSOES,RODONAVES,8
SAO VALERIO DO SUL,RODONAVES,10
SEDE NOVA,RODONAVES,10
SENADOR SALGADO FILHO,RODONAVES,10
TENENTE PORTELA,RODONAVES,8
TIRADENTES DO SUL,RODONAVES,10
TRES DE MAIO,RODONAVES,6
TRES PASSOS,RODONAVES,7
TUCUNDUVA,RODONAVES,6
TUPARENDI,RODONAVES,6
UBIRETAMA,RODONAVES,10
VISTA GAUCHA,RODONAVES,10
AGUDO,RODONAVES,8
CACAPAVA DO SUL,RODONAVES,8
DILERMANDO DE AGUIAR,RODONAVES,10
DONA FRANCISCA,RODONAVES,8
FAXINAL DO SOTURNO,RODONAVES,8
FORMIGUEIRO,RODONAVES,10
ITAARA,RODONAVES,8
IVORA,RODONAVES,10
JARI,RODONAVES,10
JULIO DE CASTILHOS,RODONAVES,8
LAVRAS DO SUL,RODONAVES,10
MATA,RODONAVES,8
NOVA PALMA,RODONAVES,8
PARAISO DO SUL,RODONAVES,10
PINHAL GRANDE,RODONAVES,10
QUEVEDOS,RODONAVES,10
RESTINGA SECA,RODONAVES,8
SANTA MARIA,RODONAVES,6
SANTANA DA BOA VISTA,RODONAVES,10
SAO JOAO DO POLESINE,RODONAVES,8
SAO MARTINHO DA SERRA,RODONAVES,10
SAO PEDRO DO SUL,RODONAVES,8
SAO SEPE,RODONAVES,8
SILVEIRA MARTINS,RODONAVES,10
TOROPI,RODONAVES,10
TUPANCIRETA,RODONAVES,8
BERTIOGA,RODONAVES,5
CUBATAO,RODONAVES,6
GUARUJA,RODONAVES,4
ITANHAEM,RODONAVES,4
MONGAGUA,RODONAVES,6
PERUIBE,RODONAVES,4
PRAIA GRANDE,RODONAVES,4
SANTOS,RODONAVES,4
SAO VICENTE,RODONAVES,4
BRAZOPOLIS,RODONAVES,8
CACHOEIRA DE MINAS,RODONAVES,7
CONCEICAO DAS PEDRAS,RODONAVES,15
CONCEICAO DOS OUROS,RODONAVES,7
CONSOLACAO,RODONAVES,15
CRISTINA,RODONAVES,7
DELFIM MOREIRA,RODONAVES,15
GONCALVES,RODONAVES,15
ITAJUBA,RODONAVES,5
MARIA DA FE,RODONAVES,7
MARMELOPOLIS,RODONAVES,15
PARAISOPOLIS,RODONAVES,7
PEDRALVA,RODONAVES,7
PIRANGUCU,RODONAVES,15
PIRANGUINHO,RODONAVES,5
SANTA RITA DO SAPUCAI,RODONAVES,5
SAO JOSE DO ALEGRE,RODONAVES,7
SAPUCAI-MIRIM,RODONAVES,15
WENCESLAU BRAZ,RODONAVES,15
ARROIO DO TIGRE,RODONAVES,7
CACHOEIRA DO SUL,RODONAVES,6
CANDELARIA,RODONAVES,6
CERRO BRANCO,RODONAVES,8
ENCRUZILHADA DO SUL,RODONAVES,8
HERVEIRAS,RODONAVES,6
IBARAMA,RODONAVES,10
LAGOA BONITA DO SUL,RODONAVES,10
LAGOAO,RODONAVES,10
NOVO CABRAIS,RODONAVES,6
PANTANO GRANDE,RODONAVES,8
PASSA SETE,RODONAVES,7
PASSO DO SOBRADO,RODONAVES,7
RIO PARDO,RODONAVES,8
SANTA CRUZ DO SUL,RODONAVES,6
SEGREDO,RODONAVES,10
SINIMBU,RODONAVES,8
SOBRADINHO,RODONAVES,7
VALE DO SOL,RODONAVES,8
VALE VERDE,RODONAVES,7
VENANCIO AIRES,RODONAVES,5
VERA CRUZ,RODONAVES,6
AGUA VERMELHA,RODONAVES,5
BROTAS,RODONAVES,4
DOURADO,RODONAVES,7
IBATE,RODONAVES,6
ITIRAPINA,RODONAVES,4
RIBEIRAO BONITO,RODONAVES,7
SAO CARLOS,RODONAVES,4
AGUAI,RODONAVES,4
AGUAS DA PRATA,RODONAVES,7
ALBERTINA,RODONAVES,9
ANDRADAS,RODONAVES,4
ESPIRITO SANTO DO PINHAL,RODONAVES,4
SANTO ANTONIO DO JARDIM,RODONAVES,4
SAO JOAO DA BOA VISTA,RODONAVES,4
ARACARIGUAMA,RODONAVES,5
BARUERI,RODONAVES,4
CAIEIRAS,RODONAVES,4
CARAPICUIBA,RODONAVES,4
COTIA,RODONAVES,4
DIADEMA,RODONAVES,4
EMBU DAS ARTES,RODONAVES,4
EMBU-GUACU,RODONAVES,8
FRANCISCO MORATO,RODONAVES,4
FRANCO DA ROCHA,RODONAVES,4
ITAPECERICA DA SERRA,RODONAVES,4
ITAPEVI,RODONAVES,4
JANDIRA,RODONAVES,4
JUQUITIBA,RODONAVES,9
OSASCO,RODONAVES,4
PIRAPORA DO BOM JESUS,RODONAVES,5
SANTANA DE PARNAIBA,RODONAVES,4
SAO BERNARDO DO CAMPO,RODONAVES,4
SAO CAETANO DO SUL,RODONAVES,4
SAO LOURENCO DA SERRA,RODONAVES,9
SAO PAULO,RODONAVES,4
TABOAO DA SERRA,RODONAVES,4
VARGEM GRANDE PAULISTA,RODONAVES,4
CACAPAVA,RODONAVES,4
CAMPOS DO JORDAO,RODONAVES,5
EUGENIO DE MELO,RODONAVES,4
GUARAREMA,RODONAVES,6
IGARATA,RODONAVES,8
JACAREI,RODONAVES,4
JAMBEIRO,RODONAVES,6
LAGOINHA,RODONAVES,8
MONTEIRO LOBATO,RODONAVES,8
MOREIRA CESAR,RODONAVES,6
NATIVIDADE DA SERRA,RODONAVES,8
PARAIBUNA,RODONAVES,6
PINDAMONHANGABA,RODONAVES,4
REDENCAO DA SERRA,RODONAVES,8
SANTA BRANCA,RODONAVES,8
SANTO ANTONIO DO PINHAL,RODONAVES,8
SAO BENTO DO SAPUCAI,RODONAVES,8
SAO FRANCISCO XAVIER,RODONAVES,8
SAO JOSE DOS CAMPOS,RODONAVES,4
SAO LUIZ DO PARAITINGA,RODONAVES,8
TAUBATE,RODONAVES,4
TREMEMBE,RODONAVES,6
ARAMINA,RODONAVES,5
BURITIZAL,RODONAVES,5
GUAIRA,RODONAVES,4
GUARA,RODONAVES,4
IGARAPAVA,RODONAVES,4
IPUA,RODONAVES,4
ITUVERAVA,RODONAVES,4
MIGUELOPOLIS,RODONAVES,6
SAO JOAQUIM DA BARRA,RODONAVES,4
SAO JOSE DA BELA VISTA,RODONAVES,9
CARAGUATATUBA,RODONAVES,4
ILHABELA,RODONAVES,9
SAO SEBASTIAO,RODONAVES,6
UBATUBA,RODONAVES,6
ADOLFO,RODONAVES,7
BADY BASSITT,RODONAVES,4
BALSAMO,RODONAVES,4
CEDRAL,RODONAVES,5
DUPLO CEU,RODONAVES,9
ENGENHEIRO BALDUINO,RODONAVES,5
ENGENHEIRO SCHMITT,RODONAVES,5
GUAPIACU,RODONAVES,5
ICEM,RODONAVES,7
IDA IOLANDA,RODONAVES,6
IPIGUA,RODONAVES,7
JACI,RODONAVES,5
JOSE BONIFACIO,RODONAVES,4
MACAUBAL,RODONAVES,6
MENDONCA,RODONAVES,7
MIRASSOL,RODONAVES,4
MIRASSOLANDIA,RODONAVES,7
MONCOES,RODONAVES,9
MONTE APRAZIVEL,RODONAVES,4
NEVES PAULISTA,RODONAVES,4
NIPOA,RODONAVES,6
NOVA ALIANCA,RODONAVES,6
NOVA GRANADA,RODONAVES,5
ONDA VERDE,RODONAVES,7
ORINDIUVA,RODONAVES,7
PALESTINA,RODONAVES,5
PAULO DE FARIA,RODONAVES,7
POLONI,RODONAVES,6
POTIRENDABA,RODONAVES,6
SAO JOSE DO RIO PRETO,RODONAVES,4
SEBASTIANOPOLIS DO SUL,RODONAVES,9
TANABI,RODONAVES,4
UBARANA,RODONAVES,7
UCHOA,RODONAVES,6
UNIAO PAULISTA,RODONAVES,9
CONCEICAO DA BARRA DE MINAS,RODONAVES,15
CORONEL XAVIER CHAVES,RODONAVES,15
LAGOA DOURADA,RODONAVES,9
MADRE DE DEUS DE MINAS,RODONAVES,15
PIEDADE DO RIO GRANDE,RODONAVES,15
RESENDE COSTA,RODONAVES,6
RIO DAS MORTES,RODONAVES,15
RITAPOLIS,RODONAVES,15
SANTA CRUZ DE MINAS,RODONAVES,5
SAO JOAO DEL REI,RODONAVES,5
SAO SEBASTIAO DA VITORIA,RODONAVES,9
SAO TIAGO,RODONAVES,15
TIRADENTES,RODONAVES,9
ANGATUBA,RODONAVES,6
APIAI,RODONAVES,7
BARRA DO CHAPEU,RODONAVES,9
BOM SUCESSO DE ITARARE,RODONAVES,9
BURI,RODONAVES,7
CAMPINA DO MONTE ALEGRE,RODONAVES,6
CAPAO BONITO,RODONAVES,6
GUAPIARA,RODONAVES,7
ITABERA,RODONAVES,7
ITAOCA,RODONAVES,9
ITAPEVA,RODONAVES,4
ITAPIRAPUA PAULISTA,RODONAVES,9
ITARARE,RODONAVES,5
NOVA CAMPINA,RODONAVES,9
RIBEIRA,RODONAVES,9
RIBEIRAO BRANCO,RODONAVES,7
RIBEIRAO GRANDE,RODONAVES,9
TAQUARIVAI,RODONAVES,7
CAPETINGA,RODONAVES,9
CASSIA,RODONAVES,6
DELFINOPOLIS,RODONAVES,9
IBIRACI,RODONAVES,9
ITAMOGI,RODONAVES,7
JACUI,RODONAVES,7
MONTE SANTO DE MINAS,RODONAVES,6
PRATAPOLIS,RODONAVES,6
SANTO ANTONIO DA ALEGRIA,RODONAVES,7
SAO SEBASTIAO DO PARAISO,RODONAVES,4
SAO TOMAS DE AQUINO,RODONAVES,7
BARRINHA,RODONAVES,7
DUMONT,RODONAVES,7
PONTAL,RODONAVES,6
SERTAOZINHO,RODONAVES,4
ARACAI,RODONAVES,9
CACHOEIRA DA PRATA,RODONAVES,9
CAETANOPOLIS,RODONAVES,7
CAPIM BRANCO,RODONAVES,6
CORDISBURGO,RODONAVES,9
FORTUNA DE MINAS,RODONAVES,9
INHAUMA,RODONAVES,9
MATOZINHOS,RODONAVES,6
PARAOPEBA,RODONAVES,7
PEDRO LEOPOLDO,RODONAVES,6
PRUDENTE DE MORAIS,RODONAVES,6
SAO JOSE DA LAPA,RODONAVES,6
SETE LAGOAS,RODONAVES,5
ABATIA,RODONAVES,7
ANDIRA,RODONAVES,5
ARAPOTI,RODONAVES,6
BANDEIRANTES,RODONAVES,5
BARRA DO JACARE,RODONAVES,9
CAMBARA,RODONAVES,5
CARLOPOLIS,RODONAVES,9
CONSELHEIRO MAIRINCK,RODONAVES,8
GUAPIRAMA,RODONAVES,6
IBAITI,RODONAVES,6
ITAMBARACA,RODONAVES,9
JABOTI,RODONAVES,9
JACAREZINHO,RODONAVES,5
JAGUARIAIVA,RODONAVES,9
JAPIRA,RODONAVES,9
JOAQUIM TAVORA,RODONAVES,6
JUNDIAI DO SUL,RODONAVES,9
PINHALAO,RODONAVES,9
QUATIGUA,RODONAVES,7
RIBEIRAO CLARO,RODONAVES,9
RIBEIRAO DO PINHAL,RODONAVES,7
SALTO DO ITARARE,RODONAVES,9
SANTA AMELIA,RODONAVES,9
SANTANA DO ITARARE,RODONAVES,9
SANTO ANTONIO DA PLATINA,RODONAVES,4
SAO JOSE DA BOA VISTA,RODONAVES,9
SENGES,RODONAVES,9
SIQUEIRA CAMPOS,RODONAVES,5
TOMAZINA,RODONAVES,9
WENCESLAU BRAZ,RODONAVES,6
BOCAIUVA,RODONAVES,19
BRASILIA DE MINAS,RODONAVES,22
CAPITAO ENEAS,RODONAVES,10
CORACAO DE JESUS,RODONAVES,22
ESPINOSA,RODONAVES,22
FRANCISCO SA,RODONAVES,22
ITACARAMBI,RODONAVES,22
JAIBA,RODONAVES,22
JANAUBA,RODONAVES,19
JANUARIA,RODONAVES,20
JAPONVAR,RODONAVES,20
LONTRA,RODONAVES,20
LUISLANDIA,RODONAVES,22
MAMONAS,RODONAVES,22
MATO VERDE,RODONAVES,22
MIRABELA,RODONAVES,22
MONTE AZUL,RODONAVES,22
MONTES CLAROS,RODONAVES,7
NOVA PORTEIRINHA,RODONAVES,19
PEDRAS DE MARIA DA CRUZ,RODONAVES,20
PORTEIRINHA,RODONAVES,22
RIO PARDO DE MINAS,RODONAVES,22
SALINAS,RODONAVES,20
SAO FRANCISCO,RODONAVES,21
SAO JOAO DA LAGOA,RODONAVES,22
SAO JOAO DO PARAISO,RODONAVES,22
TAIOBEIRAS,RODONAVES,20
VERDELANDIA,RODONAVES,22
BERIZAL,RODONAVES,18
BONITO DE MINAS,RODONAVES,18
BOTUMIRIM,RODONAVES,18
CAMPO AZUL,RODONAVES,22
CATUTI,RODONAVES,22
CHAPADA GAUCHA,RODONAVES,18
CLARO DOS POCOES,RODONAVES,20
CONEGO MARINHO,RODONAVES,22
CRISTALIA,RODONAVES,22
CURRAL DE DENTRO,RODONAVES,18
ENGENHEIRO NAVARRO,RODONAVES,22
FRANCISCO DUMONT,RODONAVES,22
FRUTA DE LEITE,RODONAVES,18
GAMELEIRAS,RODONAVES,18
GLAUCILANDIA,RODONAVES,9
GRAO MOGOL,RODONAVES,22
GUARACIAMA,RODONAVES,22
IBIRACATU,RODONAVES,22
ICARAI DE MINAS,RODONAVES,18
INDAIABIRA,RODONAVES,22
ITACAMBIRA,RODONAVES,22
JOSENOPOLIS,RODONAVES,18
JURAMENTO,RODONAVES,22
JUVENILIA,RODONAVES,18
MANGA,RODONAVES,20
MATIAS CARDOSO,RODONAVES,19
MIRAVANIA,RODONAVES,18
MONTALVANIA,RODONAVES,18
MONTEZUMA,RODONAVES,18
NINHEIRA,RODONAVES,18
NOVORIZONTE,RODONAVES,18
OLHOS D'AGUA,RODONAVES,20
PADRE CARVALHO,RODONAVES,18
PAI PEDRO,RODONAVES,18
PATIS,RODONAVES,22
PINTOPOLIS,RODONAVES,18
RIACHO DOS MACHADOS,RODONAVES,18
RUBELITA,RODONAVES,18
SANTA CRUZ DE SALINAS,RODONAVES,18
SANTO ANTONIO DO RETIRO,RODONAVES,18
SAO JOAO DA PONTE,RODONAVES,18
SAO JOAO DAS MISSOES,RODONAVES,18
SAO JOAO DO PACUI,RODONAVES,22
SAO ROMAO,RODONAVES,18
SERRANOPOLIS DE MINAS,RODONAVES,18
UBAI,RODONAVES,18
VARGEM GRANDE DO RIO PARDO,RODONAVES,16
VARZELANDIA,RODONAVES,18
ALUMINIO,RODONAVES,5
ARACOIABA DA SERRA,RODONAVES,6
CAPELA DO ALTO,RODONAVES,6
IBIUNA,RODONAVES,4
MAIRINQUE,RODONAVES,4
PARURU,RODONAVES,8
PIEDADE,RODONAVES,4
SALTO DE PIRAPORA,RODONAVES,4
SAO ROQUE,RODONAVES,4
SOROCABA,RODONAVES,4
TAPIRAI,RODONAVES,8
VOTORANTIM,RODONAVES,4
BARAO DE ANTONINA,RODONAVES,9
CORONEL MACEDO,RODONAVES,9
ITAPORANGA,RODONAVES,6
RIVERSUL,RODONAVES,9
TAQUARITUBA,RODONAVES,5
BRASILANDIA,RODONAVES,9
TRES LAGOAS,RODONAVES,5
ELOI MENDES,RODONAVES,5
PARAGUACU,RODONAVES,5
TRES PONTAS,RODONAVES,5
CURIUVA,RODONAVES,7
FIGUEIRA,RODONAVES,7
IMBAU,RODONAVES,7
ORTIGUEIRA,RODONAVES,7
RESERVA,RODONAVES,7
SAPOPEMA,RODONAVES,7
TELEMACO BORBA,RODONAVES,5
TIBAGI,RODONAVES,7
VENTANIA,RODONAVES,7
ENTRE RIOS DO OESTE,RODONAVES,9
MARECHAL CANDIDO RONDON,RODONAVES,6
MARIPA,RODONAVES,7
MERCEDES,RODONAVES,9
NOVA SANTA ROSA,RODONAVES,7
NOVO SARANDI,RODONAVES,9
OURO VERDE DO OESTE,RODONAVES,9
PALOTINA,RODONAVES,6
PATO BRAGADO,RODONAVES,9
QUATRO PONTES,RODONAVES,7
SAO JOSE DAS PALMEIRAS,RODONAVES,9
SAO PEDRO DO IGUACU,RODONAVES,9
TOLEDO,RODONAVES,6
TRES CORACOES,RODONAVES,5
ARMAZEM,RODONAVES,9
BRACO DO NORTE,RODONAVES,5
CAPIVARI DE BAIXO,RODONAVES,5
GAROPABA,RODONAVES,6
GRAO PARA,RODONAVES,9
GRAVATAL,RODONAVES,5
IMARUI,RODONAVES,10
IMBITUBA,RODONAVES,6
JAGUARUNA,RODONAVES,7
LAGUNA,RODONAVES,7
LAURO MULLER,RODONAVES,9
ORLEANS,RODONAVES,6
PAULO LOPES,RODONAVES,10
PEDRAS GRANDES,RODONAVES,9
PESCARIA BRAVA,RODONAVES,7
RIO FORTUNA,RODONAVES,10
SANGAO,RODONAVES,7
SANTA ROSA DE LIMA,RODONAVES,10
SAO LUDGERO,RODONAVES,6
SAO MARTINHO,RODONAVES,10
TREZE DE MAIO,RODONAVES,10
TUBARAO,RODONAVES,5
ARCO-IRIS,RODONAVES,10
BASTOS,RODONAVES,4
BORA,RODONAVES,9
HERCULANDIA,RODONAVES,9
IACRI,RODONAVES,5
JULIANIA,RODONAVES,7
PARNASO,RODONAVES,9
QUEIROZ,RODONAVES,9
RINOPOLIS,RODONAVES,6
TUPA,RODONAVES,4
UNIVERSO,RODONAVES,9
VARPA,RODONAVES,9
ASTOLFO DUTRA,RODONAVES,9
DONA EUZEBIA,RODONAVES,9
GUARANI,RODONAVES,9
GUIDOVAL,RODONAVES,9
GUIRICEMA,RODONAVES,9
MERCES,RODONAVES,9
PIRAUBA,RODONAVES,9
RIO POMBA,RODONAVES,7
RODEIRO,RODONAVES,9
SAO GERALDO,RODONAVES,16
SAO SEBASTIAO DA VARGEM ALEGRE,RODONAVES,15
SILVEIRANIA,RODONAVES,15
TABULEIRO,RODONAVES,15
TOCANTINS,RODONAVES,7
UBA,RODONAVES,5
VISCONDE DO RIO BRANCO,RODONAVES,7
AGUA COMPRIDA,RODONAVES,9
CONQUISTA,RODONAVES,9
DELTA,RODONAVES,6
NOVA PONTE,RODONAVES,5
PEDRINOPOLIS,RODONAVES,9
SANTA JULIANA,RODONAVES,5
UBERABA,RODONAVES,4
VERISSIMO,RODONAVES,9
ARAGUARI,RODONAVES,5
CASCALHO RICO,RODONAVES,9
ESTRELA DO SUL,RODONAVES,9
INDIANOPOLIS,RODONAVES,9
UBERLANDIA,RODONAVES,5
ALTO PARAISO,RODONAVES,9
ALTO PIQUIRI,RODONAVES,9
ALTONIA,RODONAVES,6
BRASILANDIA DO SUL,RODONAVES,9
CAFEZAL DO SUL,RODONAVES,7
CRUZEIRO DO OESTE,RODONAVES,7
DOURADINA,RODONAVES,7
ESPERANCA NOVA,RODONAVES,7
FRANCISCO ALVES,RODONAVES,6
GUAIPORA,RODONAVES,6
GUAIRA,RODONAVES,7
ICARAIMA,RODONAVES,9
IPORA,RODONAVES,6
IVATE,RODONAVES,7
MARIA HELENA,RODONAVES,9
NOVA OLIMPIA,RODONAVES,9
PEROBAL,RODONAVES,7
PEROLA,RODONAVES,6
SAO JORGE DO PATROCINIO,RODONAVES,7
SERRA DOS DOURADOS,RODONAVES,7
TERRA ROXA,RODONAVES,6
UMUARAMA,RODONAVES,5
XAMBRE,RODONAVES,6
BARRA DO QUARAI,RODONAVES,8
ITAQUI,RODONAVES,8
URUGUAIANA,RODONAVES,8
BITURUNA,RODONAVES,9
CRUZ MACHADO,RODONAVES,9
GENERAL CARNEIRO,RODONAVES,9
IRINEOPOLIS,RODONAVES,9
MALLET,RODONAVES,9
PAULA FREITAS,RODONAVES,9
PAULO FRONTIN,RODONAVES,9
PORTO UNIAO,RODONAVES,5
PORTO VITORIA,RODONAVES,9
RIO AZUL,RODONAVES,9
SAO CRISTOVAO,RODONAVES,5
UNIAO DA VITORIA,RODONAVES,5
BOM JESUS,RODONAVES,7
CAMPESTRE DA SERRA,RODONAVES,7
ESMERALDA,RODONAVES,7
JAQUIRANA,RODONAVES,7
MONTE ALEGRE DOS CAMPOS,RODONAVES,7
MUITOS CAPOES,RODONAVES,7
PINHAL DA SERRA,RODONAVES,7
SAO JOSE DOS AUSENTES,RODONAVES,7
VACARIA,RODONAVES,6
CAMBUQUIRA,RODONAVES,7
CAMPANHA,RODONAVES,6
JESUANIA,RODONAVES,7
LAMBARI,RODONAVES,7
MONSENHOR PAULO,RODONAVES,9
OLIMPIO NORONHA,RODONAVES,19
SAO GONCALO DO SAPUCAI,RODONAVES,6
VARGINHA,RODONAVES,5
ACAIACA,RODONAVES,15
ALVINOPOLIS,RODONAVES,15
AMPARO DA SERRA,RODONAVES,15
ARAPONGA,RODONAVES,15
BARRA LONGA,RODONAVES,15
BRAS PIRES,RODONAVES,15
CAJURI,RODONAVES,15
CANAA,RODONAVES,15
COIMBRA,RODONAVES,7
DIOGO DE VASCONCELOS,RODONAVES,15
DIVINESIA,RODONAVES,15
DOM SILVERIO,RODONAVES,15
DORES DO TURVO,RODONAVES,15
ERVALIA,RODONAVES,7
GUARACIABA,RODONAVES,15
JEQUERI,RODONAVES,20
ORATORIOS,RODONAVES,15
PAULA CANDIDO,RODONAVES,15
PEDRA DO ANTA,RODONAVES,15
PIRANGA,RODONAVES,15
PONTE NOVA,RODONAVES,5
PORTO FIRME,RODONAVES,15
PRESIDENTE BERNARDES,RODONAVES,15
RIO DOCE,RODONAVES,15
SANTA CRUZ DO ESCALVADO,RODONAVES,15
SAO MIGUEL DO ANTA,RODONAVES,15
SEM PEIXE,RODONAVES,15
SENADOR FIRMINO,RODONAVES,15
TEIXEIRAS,RODONAVES,7
VICOSA,RODONAVES,6
ALVARES FLORENCE,RODONAVES,9
AMERICO DE CAMPOS,RODONAVES,9
CARDOSO,RODONAVES,9
COSMORAMA,RODONAVES,7
FLOREAL,RODONAVES,6
GASTAO VIDIGAL,RODONAVES,9
GENERAL SALGADO,RODONAVES,6
MAGDA,RODONAVES,6
NHANDEARA,RODONAVES,5
NOVA CASTILHO,RODONAVES,9
NOVA LUZITANIA,RODONAVES,9
PARISI,RODONAVES,9
PONTES GESTAL,RODONAVES,9
RIOLANDIA,RODONAVES,9
SAO JOAO DE IRACEMA,RODONAVES,9
SIMONSEN,RODONAVES,6
VALENTIM GENTIL,RODONAVES,4
VOTUPORANGA,RODONAVES,4
LOUVEIRA,RODONAVES,4
VALINHOS,RODONAVES,4
VINHEDO,RODONAVES,4
AGUA CLARA,RODONAVES,8
ALCINOPOLIS,RODONAVES,8
AMAMBAI,RODONAVES,9
ANASTACIO,RODONAVES,8
ANAURILANDIA,RODONAVES,12
ANTONIO JOAO,RODONAVES,11
AQUIDAUANA,RODONAVES,9
ARAL MOREIRA,RODONAVES,10
BANDEIRANTES,RODONAVES,7
BATAGUASSU,RODONAVES,10
BATAYPORA,RODONAVES,13
BELA VISTA,RODONAVES,7
BODOQUENA,RODONAVES,12
BONITO,RODONAVES,8
CAMAPUA,RODONAVES,9
CAMPO GRANDE,RODONAVES,7
CARACOL,RODONAVES,8
CORGUINHO,RODONAVES,8
CORONEL SAPUCAIA,RODONAVES,10
CORUMBA,RODONAVES,8
COXIM,RODONAVES,9
DOIS IRMAOS DO BURITI,RODONAVES,7
ELDORADO,RODONAVES,10
FIGUEIRAO,RODONAVES,8
GUIA LOPES DA LAGUNA,RODONAVES,8
IGUATEMI,RODONAVES,10
ITAQUIRAI,RODONAVES,10
JAPORA,RODONAVES,12
JARAGUARI,RODONAVES,7
JARDIM,RODONAVES,8
JUTI,RODONAVES,11
LADARIO,RODONAVES,10
MARACAJU,RODONAVES,9
MIRANDA,RODONAVES,9
MUNDO NOVO,RODONAVES,10
NAVIRAI,RODONAVES,10
NIOAQUE,RODONAVES,7
NOVA ALVORADA DO SUL,RODONAVES,8
NOVA ANDRADINA,RODONAVES,8
PARANHOS,RODONAVES,13
PEDRO GOMES,RODONAVES,7
PONTA PORA,RODONAVES,10
PORTO MURTINHO,RODONAVES,8
RIBAS DO RIO PARDO,RODONAVES,9
RIO BRILHANTE,RODONAVES,9
RIO NEGRO,RODONAVES,8
RIO VERDE DE MATO GROSSO,RODONAVES,9
ROCHEDO,RODONAVES,8
SANGA PUITA,RODONAVES,11
SANTA RITA DO PARDO,RODONAVES,10
SAO GABRIEL DO OESTE,RODONAVES,9
SETE QUEDAS,RODONAVES,10
SIDROLANDIA,RODONAVES,9
SONORA,RODONAVES,10
TACURU,RODONAVES,9
TAQUARUSSU,RODONAVES,13
TERENOS,RODONAVES,7
ACORIZAL,RODONAVES,10
AGUA BOA,RODONAVES,9
ALTA FLORESTA,RODONAVES,10
ALTO ARAGUAIA,RODONAVES,9
ALTO BOA VISTA,RODONAVES,11
ALTO COITE,RODONAVES,14
ALTO GARCAS,RODONAVES,9
ALTO PARAGUAI,RODONAVES,10
ALTO TAQUARI,RODONAVES,9
APIACAS,RODONAVES,13
ARAGUAIANA,RODONAVES,14
ARAGUAINHA,RODONAVES,14
ARAPUTANGA,RODONAVES,9
ARENAPOLIS,RODONAVES,10
ARIPUANA,RODONAVES,11
BARAO DE MELGACO,RODONAVES,14
BARRA DO BUGRES,RODONAVES,9
BARRA DO GARCAS,RODONAVES,9
BOM JESUS DO ARAGUAIA,RODONAVES,14
BRASNORTE,RODONAVES,9
CACERES,RODONAVES,9
CAMPINAPOLIS,RODONAVES,14
CAMPO NOVO DO PARECIS,RODONAVES,9
CAMPO VERDE,RODONAVES,9
CAMPOS DE JULIO,RODONAVES,11
CANABRAVA DO NORTE,RODONAVES,12
CANARANA,RODONAVES,9
CARLINDA,RODONAVES,12
CASTANHEIRA,RODONAVES,11
CHAPADA DOS GUIMARAES,RODONAVES,9
COCALINHO,RODONAVES,16
COLIDER,RODONAVES,9
COLNIZA,RODONAVES,14
COMODORO,RODONAVES,9
CONFRESA,RODONAVES,11
CONQUISTA D'OESTE,RODONAVES,16
COTRIGUACU,RODONAVES,14
CUIABA,RODONAVES,8
CURVELANDIA,RODONAVES,14
DENISE,RODONAVES,10
DIAMANTINO,RODONAVES,9
DOM AQUINO,RODONAVES,11
FIGUEIROPOLIS ' OESTE,RODONAVES,16
GAUCHA DO NORTE,RODONAVES,11
GENERAL CARNEIRO,RODONAVES,14
GLORIA D'OESTE,RODONAVES,16
GUARANTA DO NORTE,RODONAVES,10
INDIANAPOLIS,RODONAVES,20
INDIAVAI,RODONAVES,11
ITAUBA,RODONAVES,14
JACIARA,RODONAVES,9
JANGADA,RODONAVES,14
JAURU,RODONAVES,11
JUARA,RODONAVES,9
JUINA,RODONAVES,9
JURUENA,RODONAVES,14
JUSCIMEIRA,RODONAVES,11
LAMBARI D'OESTE,RODONAVES,14
LUCIARA,RODONAVES,16
MATUPA,RODONAVES,10
MIRASSOL D'OESTE,RODONAVES,10
NOBRES,RODONAVES,9
NORTELANDIA,RODONAVES,11
NOSSA SENHORA DO LIVRAMENTO,RODONAVES,9
NOVA BANDEIRANTES,RODONAVES,12
NOVA BRASILANDIA,RODONAVES,13
NOVA CANAA DO NORTE,RODONAVES,11
NOVA GUARITA,RODONAVES,13
NOVA LACERDA,RODONAVES,14
NOVA MARILANDIA,RODONAVES,11
NOVA MARINGA,RODONAVES,10
NOVA MONTE VERDE,RODONAVES,12
NOVA MUTUM,RODONAVES,9
NOVA NAZARE,RODONAVES,16
